GHCND:USC00407359 20100312                     211                      79                     469                     102                     574                     119                     363                      99 
GHCND:USC00407359 20100313                     211                      79                     472                     102                     577                     119                     366                      99 
GHCND:USC00407359 20100314                     212                      79                     475                     102                     581                     119                     369                      99 
GHCND:USC00407359 20100315                     212                      78                     478                     103                     584                     119                     372                      99 
GHCND:USC00407359 20100316                     213                      78                     481                     103                     588                     119                     375                     100 
GHCND:USC00407359 20100317                     213                      77                     485                     103                     591                     118                     378                     100 
GHCND:USC00407359 20100318                     214                      77                     488                     103                     595                     118                     381                     100 
GHCND:USC00407359 20100319                     215                      77                     491                     102                     598                     118                     384                     100 
GHCND:USC00407359 20100320                     215                      76                     494                     102                     602                     117                     387                     100 
GHCND:USC00407359 20100321                     216                      76                     497                     102                     605                     117                     390                     100 
GHCND:USC00407359 20100322                     216                      76                     501                     102                     609                     117                     393                     100 
GHCND:USC00407359 20100323                     217                      76                     504                     102                     612                     116                     395                     100 
GHCND:USC00407359 20100324                     217                      75                     507                     102                     616                     116                     398                     100 
GHCND:USC00407359 20100325                     218                      75                     510                     101                     619                     115                     401                     100 
GHCND:USC00407359 20100326                     219                      75                     514                     101                     623                     115                     404                     100 
GHCND:USC00407359 20100327                     219                      74                     517                     101                     626                     114                     407                     100 
GHCND:USC00407359 20100328                     220                      74                     520                     101                     630                     114                     410                     100 
GHCND:USC00407359 20100329                     220                      74                     523                     100                     633                     113                     413                     100 
GHCND:USC00407359 20100330                     221                      73                     526                     100                     637                     112                     416                     100 
GHCND:USC00407359 20100331                     221                      73                     530                      99                     640                     112                     419                      99 
GHCND:USC00407359 20100401                     222                      73                     533                      99                     644                     111                     422                      99 
GHCND:USC00407359 20100402                     222                      73                     536                      99                     647                     111                     425                      99 
GHCND:USC00407359 20100403                     223                      73                     539                      98                     651                     110                     428                      99 
GHCND:USC00407359 20100404                     223                      73                     543                      98                     654                     110                     431                      99 
GHCND:USC00407359 20100405                     224                      72                     546                      97                     658                     109                     434                      98 
GHCND:USC00407359 20100406                     224                      72                     549                      97                     661                     108                     437                      98 
GHCND:USC00407359 20100407                     224                      72                     552                      97                     664                     108                     440                      98 
GHCND:USC00407359 20100408                     224                      72                     555                      96                     668                     107                     443                      97 
GHCND:USC00407359 20100409                     225                      72                     559                      96                     671                     107                     446                      97 
GHCND:USC00407359 20100410                     225                      71                     562                      95                     674                     106                     449                      96 
GHCND:USC00407359 20100411                     225                      71                     565                      94                     677                     105                     453                      96 
GHCND:USC00407359 20100412                     225                      71                     568                      93                     681                     105                     456                      95 
GHCND:USC00407359 20100413                     225                      71                     571                      93                     684                     104                     459                      95 
GHCND:USC00407359 20100414                     225                      72                     574                      92                     687                     103                     462                      94 
GHCND:USC00407359 20100415                     225                      72                     578                      91                     690                     102                     465                      93 
GHCND:USC00407359 20100416                     225                      71                     581                      90                     693                     102                     468                      92 
GHCND:USC00407359 20100417                     225                      71                     584                      89                     696                     101                     471                      92 
GHCND:USC00407359 20100418                     224                      71                     587                      88                     699                     100                     475                      91 
GHCND:USC00407359 20100419                     224                      71                     590                      87                     702                      99                     478                      90 
GHCND:USC00407359 20100420                     224                      71                     593                      86                     705                      98                     481                      89 
GHCND:USC00407359 20100421                     223                      71                     596                      85                     708                      97                     484                      88 
GHCND:USC00407359 20100422                     223                      71                     599                      84                     710                      96                     487                      87 
GHCND:USC00407359 20100423                     222                      71                     602                      83                     713                      95                     491                      86 
GHCND:USC00407359 20100424                     222                      70                     605                      82                     716                      94                     494                      85 
GHCND:USC00407359 20100425                     221                      70                     608                      81                     718                      93                     497                      84 
GHCND:USC00407359 20100426                     221                      70                     611                      80                     721                      92                     500                      83 
GHCND:USC00407359 20100427                     220                      69                     613                      79                     723                      91                     503                      82 
GHCND:USC00407359 20100428                     219                      69                     616                      78                     726                      90                     507                      82 
GHCND:USC00407359 20100429                     219                      68                     619                      78                     728                      89                     510                      81 
GHCND:USC00407359 20100430                     218                      68                     622                      77                     731                      88                     513                      80 
GHCND:USC00407359 20100501                     217                      67                     624                      76                     733                      87                     516                      80 
GHCND:USC00407359 20100502                     216                      66                     627                      76                     735                      86                     519                      79 
GHCND:USC00407359 20100503                     215                      66                     630                      75                     738                      86                     522                      79 
GHCND:USC00407359 20100504                     214                      65                     633                      75                     740                      85                     525                      79 
GHCND:USC00407359 20100505                     214                      65                     635                      74                     742                      84                     528                      78 
GHCND:USC00407359 20100506                     213                      64                     638                      74                     744                      83                     531                      78 
GHCND:USC00407359 20100507                     212                      63                     640                      73                     746                      82                     535                      78 
GHCND:USC00407359 20100508                     211                      63                     643                      73                     749                      81                     538                      77 
GHCND:USC00407359 20100509                     210                      62                     646                      72                     751                      81                     541                      77 
GHCND:USC00407359 20100510                     209                      62                     648                      72                     753                      80                     544                      77 
GHCND:USC00407359 20100511                     209                      61                     651                      72                     755                      79                     547                      76 
GHCND:USC00407359 20100512                     208                      60                     653                      71                     757                      78                     550                      76 
GHCND:USC00407359 20100513                     207                      60                     656                      71                     759                      78                     552                      76 
GHCND:USC00407359 20100514                     206                      59                     659                      70                     762                      77                     555                      76 
GHCND:USC00407359 20100515                     205                      58                     661                      70                     764                      76                     558                      75 
GHCND:USC00407359 20100516                     205                      58                     664                      70                     766                      76                     561                      75 
GHCND:USC00407359 20100517                     204                      57                     666                      69                     768                      75                     564                      74 
GHCND:USC00407359 20100518                     203                      57                     669                      69                     771                      75                     567                      74 
GHCND:USC00407359 20100519                     203                      56                     672                      69                     773                      74                     570                      74 
GHCND:USC00407359 20100520                     202                      55                     674                      68                     775                      74                     573                      74 
GHCND:USC00407359 20100521                     202                      55                     677                      68                     778                      73                     576                      73 
GHCND:USC00407359 20100522                     201                      54                     679                      68                     780                      73                     579                      73 
GHCND:USC00407359 20100523                     201                      54                     682                      67                     783                      72                     582                      72 
GHCND:USC00407359 20100524                     201                      54                     685                      67                     785                      72                     585                      72 
GHCND:USC00407359 20100525                     200                      53                     688                      66                     788                      71                     587                      71 
GHCND:USC00407359 20100526                     200                      53                     690                      66                     790                      71                     590                      71 
GHCND:USC00407359 20100527                     200                      53                     693                      65                     793                      70                     593                      70 
GHCND:USC00407359 20100528                     200                      53                     696                      65                     796                      70                     596                      70 
GHCND:USC00407359 20100529                     199                      52                     699                      64                     798                      69                     599                      69 
GHCND:USC00407359 20100530                     199                      52                     702                      63                     801                      69                     602                      68 
GHCND:USC00407359 20100531                     199                      52                     704                      63                     804                      68                     605                      67 
GHCND:USC00407359 20100601                     199                      52                     707                      62                     807                      68                     608                      67 
GHCND:USC00407359 20100602                     199                      52                     710                      61                     810                      67                     611                      66 
GHCND:USC00407359 20100603                     199                      52                     713                      60                     813                      66                     614                      65 
GHCND:USC00407359 20100604                     199                      51                     716                      60                     815                      66                     616                      64 
GHCND:USC00407359 20100605                     199                      51                     719                      59                     818                      65                     619                      63 
GHCND:USC00407359 20100606                     199                      51                     722                      58                     821                      65                     622                      63 
GHCND:USC00407359 20100607                     199                      51                     725                      58                     824                      64                     625                      62 
GHCND:USC00407359 20100608                     199                      51                     727                      57                     827                      63                     628                      61 
